PatentNo	Cited Patent No
6635555	5943560
6649480	5943560
6664147	5943560
6713326	5943560
6723661	5943560
6724008	5943560
6703144	5943560
6703265	5943560
6703688	5943560
6686978	5943560
6690068	5943560
6573126	5943560
6602613	5943560
6613623	5943560
6274463	5943560
6507994	5947878
6800261	5948382
6251359	5948382
6356065	5952885
6873206	5952885
6346481	5958519
6105415	5959189
6886392	5959189
6615670	5959189
6775889	5960668
6890655	5961718
6660329	5961718
6900242	5962460
6684364	5964826
6539516	5964826
6202076	5964826
6266688	5964826
6317858	5964826
6965156	5965270
6094445	5966392
6124735	5973514
6300801	5973514
6265899	5973514
6366133	5973514
6496038	5973514
6946879	5973514
6917221	5973514
6870401	5973514
6801056	5973514
6542006	5973514
6531897	5973514
6597203	5973514
6571378	5973514
6567337	5973514
6649476	5973514
6693461	5973514
6339367	5973589
6277950	5977289
6096900	5977289
6459103	5977572
6890627	5977572
6885495	5978062
6923701	5978062
6906779	5978062
6933098	5978062
6930818	5978062
6859302	5978062
6747727	5978062
6707518	5978062
6356335	5978062
6391702	5981321
6265255	5981321
6586289	5981321
6620668	5981321
6521493	5981321
6615398	5986483
6636573	5986483
6806779	5986483
6950485	5986483
6304623	5986483
6347325	5986483
6667923	5991192
6689310	5993726
6723276	5993726
6345964	5993726
6398525	5993726
6303074	5993726
6397102	5994410
6355225	5994410
6916799	5994410
6777445	5994410
6803329	5998304
6225239	5998304
6195674	5999958
6052703	5999958
6859815	5999958
6868706	6003351
6591645	6003351
6494068	6003351
6457479	6004886
6197677	6004886
6814987	6004969
6420728	6005259
6369590	6011402
6369591	6011402
6653851	6011402
6647160	6024488
6659640	6024488
6549687	6024488
6807324	6024488
6829397	6024488
6819812	6024488
6836578	6024488
6878926	6024488
6283632	6024488
6429802	6029521
6935935	6029521
6772091	6029521
6746319	6029521
6584847	6029521
6598485	6029521
6672162	6029521
6680504	6031256
6670653	6031256
6597011	6031256
6512369	6031256
6750480	6031256
6737684	6031256
6765242	6031256
6797996	6031256
6847060	6031256
6800879	6031256
6385207	6031844
6821410	6042714
6867120	6043518
6761655	6045472
6659895	6045472
6676549	6045472
6340338	6045472
6364460	6046066
6664786	6046066
6690178	6046066
6501282	6046066
6617657	6046066
6617750	6046066
6583374	6046066
6593870	6046066
6569701	6046066
6761829	6046066
6756310	6046066
6798312	6046066
6794271	6046066
6768628	6046066
6846724	6046066
6800503	6046066
6803755	6046066
6815243	6046066
6825743	6052039
6838954	6052039
6842140	6052039
6781486	6052039
6794952	6052039
6791496	6052039
6750820	6052039
6750740	6052039
6753744	6052039
6753745	6052039
6753814	6052039
6737932	6052039
6741148	6052039
6943731	6052039
6963259	6052039
6597318	6052039
6700463	6052039
6720926	6052039
6727785	6052039
6734827	6052039
6731244	6052039
6731246	6052039
6731248	6052039
6137376	6052039
6286022	6052704
6279023	6052704
6912558	6052704
6779011	6052704
6730914	6054747
6265798	6057620
6319872	6060415
6685841	6060415
6913697	6060415
6277950	6060575
6930372	6063661
6954040	6074172
6864647	6074172
6851934	6074172
6815847	6074172
6809434	6074172
6812084	6077760
6806117	6077760
6853035	6077760
6864104	6077760
6861707	6077760
6847562	6077760
6849483	6077760
6795337	6077760
6754104	6077760
6956262	6077760
6933548	6077760
6969894	6077760
6972465	6077760
6912151	6077760
6894327	6077760
6686267	6077760
6680245	6077760
6664601	6077760
6727548	6077760
6724024	6077760
6724655	6077760
6700155	6077760
6686631	6077760
6693027	6077760
6596617	6077760
6567292	6077760
6594193	6077760
6512274	6077760
6559470	6077760
6271544	6077760
6252295	6077760
6479862	6077760
6441494	6087189
6399401	6087189
6403389	6087189
6310361	6087189
6562704	6087189
6599761	6087189
6620635	6087189
6790685	6087189
6844751	6087189
6815319	6087189
6580411	6087276
6528435	6087276
6784514	6087704
6756747	6087785
6774432	6090358
6964932	6090358
6632477	6090358
6903029	6090726
6452579	6091889
6277950	6093790
6760397	6094466
6737900	6094466
6556056	6094466
6512574	6103546
6632699	6103546
6455344	6103546
6648885	6106527
6562073	6106527
6576017	6106527
6899714	6106527
6902565	6106527
6882367	6111245
6952227	6111245
6760070	6111245
6836291	6111245
6867423	6111245
6635857	6111245
6690000	6111245
6727946	6111245
6734907	6111245
6248305	6117852
6781146	6118136
6882100	6118136
6911768	6118136
6891421	6118390
6763484	6118390
6753695	6118390
6690730	6118901
6377623	6118901
6903051	6123912
6924025	6127693
6891330	6127693
6727660	6127693
6617186	6127693
6506616	6127693
6812509	6128211
6807968	6142944
6699240	6142944
6663568	6142944
6656175	6142944
6464637	6142944
6567559	6151409
6912318	6151409
6964918	6153503
6756294	6153503
6770958	6153503
6596619	6153503
6699782	6153503
6703069	6153503
6716736	6153503
6413633	6156287
6540406	6158898
6423140	6159544
6448621	6160278
6586810	6160278
6734975	6160278
6800499	6160278
6969900	6160278
6867714	6160850
6868123	6160850
6690730	6160850
6573941	6160850
6442203	6160850
6435005	6161421
6463789	6161421
6763699	6161421
6524627	6162459
6778723	6163039
6448836	6169440
6459078	6169440
6339363	6169440
6558943	6171831
6954159	6172631
6312487	6174454
6461227	6174454
6416685	6174454
6888032	6180836
6759554	6180836
6867298	6180836
6850655	6181840
6801686	6181840
6832025	6181840
6885791	6181840
6909823	6181840
6445851	6181840
6450396	6182486
6532641	6182486
6631630	6182486
6692619	6183606
6555252	6183606
6780291	6183606
6333523	6184546
6319782	6187461
6906382	6187461
6872532	6190862
6384481	6194295
6924218	6197667
6723578	6197667
6674095	6197667
6721708	6199039
6344808	6199039
6631686	6207089
6607627	6207089
6880377	6207089
6893590	6207089
6566122	6210954
6664409	6211392
6800776	6211392
6847070	6215113
6753904	6215113
6930338	6215113
6900485	6215113
6624456	6215113
6624849	6215113
6720592	6215113
6518559	6215113
6507365	6215113
6600471	6215113
6429413	6215113
6554975	6217713
6827988	6217816
6806116	6218208
6934444	6219475
6740911	6236075
6617190	6236075
6464940	6236075
6399406	6236096
6508131	6236096
6839546	6236096
6838738	6236096
6888973	6243401
6635828	6243506
6724335	6249189
6690215	6249189
6707343	6249189
6703878	6249189
6924678	6249189
6934731	6249189
6946884	6249189
6867616	6249189
6831491	6249189
6744261	6249189
6400932	6249189
6602781	6255203
6499876	6257761
6702456	6257761
6837614	6257761
6794309	6268615
6793944	6274177
6946153	6274177
6924348	6277950
6812508	6284621
6496173	6288841
6483584	6288841
6933050	6291626
6720077	6291626
6645630	6291626
6524709	6291626
6613848	6291626
6576690	6291627
6524709	6291627
6645631	6291627
6628736	6292051
6642145	6294832
6670709	6294832
6656532	6294832
6518166	6294832
6562416	6294832
6593650	6294832
6905953	6294832
6903029	6294832
6846737	6294832
6774461	6294832
6469385	6294832
6514035	6302641
6707201	6302641
6432725	6309895
6737926	6310523
6891442	6310523
6844640	6315885
6812516	6323719
6818937	6323719
6764901	6323719
6777744	6323719
6798009	6323719
6680864	6323719
6528837	6323719
6537871	6323719
6434041	6323719
6418050	6323719
6915031	6324312
6947639	6324312
6624086	6326317
6656802	6326317
6830788	6338902
6750619	6339299
6720738	6339299
6460061	6343304
6595820	6350628
6616436	6355502
6605866	6355502
6558980	6355502
6555899	6355502
6525406	6355502
6730544	6355502
6703694	6355502
6692989	6355502
6696747	6355502
6677662	6355502
6677663	6355502
6639308	6355502
6646339	6355502
6627976	6355502
6753597	6355502
6750545	6355502
6744118	6355502
6798047	6355502
6794740	6355502
6777789	6355502
6818973	6355502
6815833	6355502
6821820	6355502
6844615	6355502
6846704	6355502
6853057	6355502
6853059	6355502
6953988	6355502
6943456	6355502
6965157	6355502
6965159	6355502
6967395	6355502
6921967	6355502
6919620	6355502
6924548	6355502
6897550	6355502
6897572	6355502
6893900	6355502
6879034	6355502
6876068	6355502
6873032	6355502
6873041	6355502
6476469	6355502
6475827	6355502
6909624	6360342
6647522	6360342
6571364	6360342
6801592	6366628
6599375	6375703
6582512	6375737
6524883	6375737
6649966	6375737
6774014	6375737
6852277	6383554
6841124	6383554
6939519	6383554
6887812	6395663
6730623	6395663
6449627	6399838
6699449	6403053
6908872	6403053
6569705	6410117
6599415	6416650
6787728	6416650
6482384	6423287
6853016	6429468
6590924	6432736
6548320	6432736
6825133	6432786
6773999	6432786
6627501	6455344
6797996	6459103
6737900	6462595
6834094	6462595
6696857	6462595
6798499	6466308
6848336	6467368
6710380	6469319
6610985	6469319
6614115	6469319
6844935	6483584
6858523	6486057
6884328	6486057
6878507	6486057
6727173	6486057
6717331	6489705
6684172	6493070
6704322	6504969
6661157	6510738
6603242	6510738
6665269	6549862
6888342	6549862
6970000	6549862
6768721	6549862
6785603	6558289
6966866	6558289
6956903	6587589
6684235	6587589
6844935	6590667
6856270	6594814
6954927	6594814
6915504	6594814
6884739	6602338
6953730	6602338
6852167	6602338
6844203	6602338
6790791	6602338
6873203	6603342
6686706	6603342
6848336	6644143
6927111	6689645
D505632	6797959
