Patent No	Cited patent
6123912	4917702
6123912	4952389
6123912	5066625
6123912	5518660
6123912	5580832
6123912	5716565
6127693	5247190
6127693	5401827
6127693	5408109
6127693	5425125
6127693	5514878
6128211	4163985
6128211	5229309
6128211	5369296
6136234	3718383
6136234	5405556
6136234	5541247
6136234	5593621
6136234	5846456
6137008	4410684
6137008	5032667
6137008	5037949
6137008	5069556
6137008	5132711
6137008	5363134
6139910	4100313
6142944	5441052
6142944	5910119
6142944	5997480
6151409	5392072
6151409	5978098
6153503	5053357
6153503	5252180
6153503	5316788
6153503	5376584
6153503	5445311
6153503	5492235
6153503	5511306
6153503	5531021
6153503	5535936
6153503	5638597
6153503	5724728
6153503	5773359
6153503	5795619
6153503	5856705
6153503	5874043
6153503	5910354
6153539	5352485
6153539	5545432
6153539	5595813
6153539	5811192
6153539	5877330
6156287	3656882
6156287	3656883
6156287	3813219
6156287	3820951
6156287	3850876
6156287	3923950
6156287	4002426
6156287	4004053
6156287	4237108
6156287	4285831
6156287	4295844
6156287	4301136
6156287	4412937
6156287	4534807
6156287	4618469
6156287	4921686
6156287	5153055
6156287	5154778
6156287	5269984
6156287	5474836
6157562	5378942
6157562	5815005
6157562	5867036
6158898	2953417
6158898	3804562
6158898	3948577
6158898	4000559
6158898	4476614
6158898	4551032
6158898	4618272
6158898	4997290
6158898	5048979
6158898	5051005
6158898	5094551
6158898	5209701
6158898	5658081
6158898	5899574
6159544	4106437
6159544	4324816
6159544	4344990
6159544	5145528
6159544	5614260
6159544	5733608
6160278	4211587
6160278	4379005
6160278	4543442
6160278	5516725
6160278	5652443
6160278	5923072
6160850	5173772
6160850	5387947
6160850	5610658
6160850	5754237
6160850	5781249
6160850	5838392
6160850	5864372
6160850	5926231
6161421	4343768
6161421	4580439
6161421	4703555
6161421	4885929
6161421	5019885
6161421	5698771
6161421	5767388
6162459	4879376
6162459	5079252
6162459	5733572
6163039	4686550
6163039	5416338
6163039	5663572
6163039	5952683
6166663	5185800
6166663	5625743
6166663	5649053
6168830	5501870
6168830	5593737
6168830	6027766
6169031	4113582
6169031	4430364
6169031	4696834
6169031	4820775
6169031	5393565
6169031	5716870
6169031	5789321
6169031	5914276
6169031	5946594
6169440	4365204
6169440	4393351
6169440	4999634
6169440	5168461
6169440	5477481
6169440	5724000
6169440	6023191
6171179	3924356
6171179	3984945
6171179	4965967
6171179	5214884
6171179	5520573
6171179	5906535
6172631	5982315
6174367	3916034
6174367	4421592
6174367	4659401
6174367	4870030
6174367	5210051
6174367	5593741
6174367	5637146
6174367	5900056
6174454	5855811
6180419	3800193
6180419	4607271
6180419	4667391
6180419	4772929
6180419	5070317
6180419	5198795
6180419	5652445
6181840	4832437
6181840	5007705
6181840	5039221
6181840	5706375
6181840	5875272
6181840	5915050
6181840	6058226
6182486	4450977
6182486	4474685
6182486	5055143
6182486	5193265
6182486	5531851
6182486	6029269
6183606	5824409
6183606	6007623
6184546	5389802
6184546	5521404
6184546	5548139
6184546	5635735
6184546	5701020
6184546	5789771
6187461	4075672
6187461	4109287
6187461	4210946
6187461	4388367
6190862	5521299
6194295	4080721
6194295	5094965
6194295	5892281
6194295	6030894
6194295	6074960
6194295	6093602
6197622	6044100
6197667	3619288
6197667	5585649
6197667	5796127
6200885	4211587
6200885	5221638
6200885	5627090
6201151	3637767
6201151	4565782
6201151	4744948
6201151	4762793
6201151	4886750
6201151	5273895
6201151	5912164
6207089	4474685
6207089	4916016
6207089	5419170
6207089	5473111
6207089	5531851
6207089	5531950
6207089	5593631
6207089	5746956
6207089	5749254
6207089	5792482
6208192	5187682
6208192	5774010
6208192	5805007
6208192	5886560
6210521	4474685
6210521	5531851
6211392	3739004
6211392	3843426
6215051	5460952
6215051	5677474
6215051	5693506
6215051	5712112
6215113	5962844
6215113	6140630
6217713	5417817
6217713	5792325
6217816	5870663
6217816	6007764
6217816	6027326
6218208	4358274
6218208	4397888
6218208	4609932
6218208	4657658
6218208	4812220
6218208	5078855
6218208	5319226
6218208	5407854
6225672	4810662
6225672	5243216
6225672	5311047
6232206	5342798
6232206	5413969
6232206	5908313
6232206	5933721
6232206	6022769
6232206	6033998
6232206	6114257
6236075	4397714
6236075	4792836
6236075	5319226
6236075	5466348
6236075	5520787
6236075	5798556
6236075	5851489
6236096	5503285
6236096	5528452
6236096	5543349
6236096	5792957
6236096	5912499
6236096	6036872
6243401	5048031
6243401	5068864
6243401	5103453
6243401	5107509
6243401	5373515
6243401	6034976
6243506	4368981
6243506	4632551
6243506	4896327
6246175	3814983
6249189	4965531
6249189	5889436
6249748	4108574
6249748	4109524
6249748	4315523
6249748	4633719
6249748	4669308
6249748	5295083
6249748	5526685
6249748	5966674
6251359	4444908
6251359	5597546
6251359	5653953
6251359	5700440
6251359	5948382
6255203	4282647
6255203	5624867
6255203	6008111
6255203	6057185
6257107	5626061
6257107	5713251
6257107	5804012
6257761	4155244
6257761	4364676
6257761	4381154
6257761	4647221
6257761	4906105
6257761	5667301
6257761	5702185
6268183	5859235
6268183	5976563
6268615	3808476
6268615	3863070
6268615	3911465
6268615	3916268
6268615	4433343
6268615	5247193
6268615	5451786
6268615	5932902
6268615	6111288
6268615	6166405
6271513	5838000
6271544	5670414
6271544	6077760
6274177	5494668
6274177	5683698
6274177	5716928
6274177	5804603
6274177	5908628
6274413	5661051
6274413	5693959
6274413	5796150
6274413	6117733
6277950	5340904
6277950	5414070
6277950	5886131
6277950	5977289
6277950	6060575
6277950	6093790
6284621	5814888
6284621	5863832
6284621	5880018
6284621	5949143
6284621	5989983
6284621	6071805
6284621	6130151
6287486	3306835
6288302	5460952
6288302	5677474
6288302	5693506
6288302	5712112
6288587	4742254
6288587	5121014
6288587	5151622
6288587	5229668
6288587	5936444
6288841	5900981
6288841	5903386
6288841	5969872
6288841	6122107
6291626	4354015
6291626	4389520
6291626	4618693
6291627	4618693
6292051	5625652
6292051	6055266
6294832	5521424
6294832	5766692
6294832	5869149
6294832	6008118
6294832	6166427
6294832	6177364
6294832	6187663
6297427	5306863
6299851	4314983
6299851	5653953
6299851	5693588
6299851	5700440
6299851	5891415
6302641	2910726
6302641	2920347
6302641	3277528
6302641	3420506
6302641	3713711
6302641	4197092
6302641	431571
6302641	4826393
6302641	4826394
6302641	5562405
6309895	5471364
6309895	6172385
6309993	4459364
6309993	4582814
6309993	4642148
6309993	4939021
6309993	5786288
6309993	5801108
6309993	5821181
6309993	5872071
6309993	5898359
6309993	5906527
6310523	5389898
6310523	5475344
6310523	6104253
6313134	4202980
6313134	4309542
6313134	4461895
6315885	4414244
6315885	5378331
6322942	4770966
6322942	4885220
6322942	5945241
6322942	6120955
6323719	5469076
6323719	5793239
6323719	5796281
6323719	5801584
6323719	5801586
6323719	5966032
6324312	5436992
6324312	5475771
6325984	4212854
6325984	4497783
6325984	5049364
6325984	5380602
6325984	5665321
6325984	5795553
6325984	5821190
6325984	5830421
6325984	5898014
6325984	5939037
6325984	5950421
6325984	6068824
6326317	4784967
6326317	5356823
6326317	5399515
6326317	5723376
6335942	4521109
6335942	4864577
6335942	5414724
6335942	5434875
6335942	6002704
6338902	5456867
6338902	5526150
6339299	4920299
6339299	5063490
6339299	5363020
6339299	5920155
6339299	6246181
6343304	4023028
6343304	4058715
6343304	4080661
6343304	4569030
6343304	4612626
6343304	6052703
6343304	6185595
6348491	5407683
6348491	5415869
6348491	5445809
6348491	5616330
6348491	5665761
6348491	5840757
6350628	5203731
6350628	5382185
6350628	5457355
6350628	5769679
6350628	5798568
6352939	4289602
6352939	5435896
6352939	5616233
6352939	5736454
6352939	6100562
6352939	6143627
6355502	5885852
6355502	6177719
6360342	5072138
6360342	5388104
6366046	5079489
6366046	5289096
6366046	5808465
6366628	4015083
6366628	4847876
6366628	5446416
6366628	6088414
6370501	5806026
6375703	3406025
6375703	3443929
6375703	4089676
6375703	4940596
6375737	5608231
6379922	4430348
6379922	4801463
6380773	4163946
6380773	4488123
6380773	4851787
6380773	5948046
6382049	3702082
6382049	3776065
6382049	3955429
6382049	5272937
6382049	5450337
6382049	5533422
6382049	5740701
6382049	6082186
6385396	4755654
6385396	4789771
6385396	4836138
6385396	6122440
6395663	3656984
6395663	4504339
6395663	4638401
6395663	5433917
6395663	5449652
6399838	4533767
6399838	4533768
6399838	4560810
6399838	4929766
6399838	5475156
6403053	3640865
6403053	4187109
6403053	4283752
6403053	5445806
6403053	5552355
6403053	5954994
6403357	4912044
6403357	5523224
6403357	5679571
6410117	5233599
6410117	5278001
6410117	5294523
6410117	5681632
6410117	6335069
6414166	3335154
6414166	4454329
6414166	4594437
6414166	5190618
6414166	5616735
6414166	5627289
6414166	5703252
6416650	3642601
6416650	5972180
6423287	5453407
6423287	5693305
6423287	5846508
6425987	4978437
6425987	5469981
6425987	5783049
6425987	5821168
6425987	5891556
6428849	5421914
6429468	5479032
6429468	6133593
6429468	6232624
6429468	6287946
6432609	3325568
6432609	5100762
6432609	5296332
6432736	4971415
6432736	5553091
6432736	6088374
6432786	2001/0039093
6432786	4748131
6432786	5382533
6432786	5571734
6432786	5599726
6432786	5605848
6432786	5712208
6432786	5714788
6432786	5780330
6432786	5831319
6436702	5135864
6436702	5236840
6436702	5602022
6451533	5403924
6455344	4990988
6455344	5427977
6455344	5478757
6455344	5644156
6455344	5726464
6455344	5739565
6455344	5834378
6455344	5914183
6455344	6017811
6455344	6103546
6455344	6143629
6455344	6171512
6455344	6249080
6459103	4686550
6459103	4704622
6459103	4999697
6459103	5049955
6459103	5151618
6459103	5682040
6459103	5965931
6459103	5977572
6459103	6043520
6459473	5008705
6459473	5117255
6459473	5182615
6459473	5783340
6459473	5864389
6461584	4169883
6461584	5417956
6461952	4587041
6461952	5009876
6461952	5328718
6461952	5451426
6461952	5824278
6461952	6066359
6461952	6352681
6462595	5644266
6462595	5930322
6462595	5969548
6462595	6067739
6462595	6131181
6465815	5786244
6466308	5438402
6466308	5546811
6466308	5682236
6467368	4222286
6467368	4848502
6467368	5052242
6467368	5577413
6467368	5588331
6467368	5588925
6467368	5676020
6467368	5682963
6467368	5732598
6467368	5802927
6467368	5845537
6467368	5921139
6467368	6021688
6467368	6067875
6469319	4927773
6469319	5523623
6469319	5574296
6479499	4159330
6479499	6103729
6482384	5453407
6482384	5460794
6482384	5649278
6482384	5693305
6482384	5846508
6482384	6120748
6482384	6159439
6482384	6423287
6483584	5017012
6483584	5298973
6483584	5910842
6483584	6134011
6483584	6191846
6483584	6256097
6483584	6288841
6486057	6184126
6486057	6224758
6486057	6251753
6486057	6277755
6486057	6413879
6489705	4999536
6489705	5008581
6489705	5073739
6489705	5561337
6489705	6064140
6489705	6104122
6493070	3809479
6493070	4859277
6493070	4888199
6495432	5629221
6495432	5674788
6495432	5851889
6495432	6001677
6495432	6030874
6495432	6323094
6495644	5514878
6495644	5558904
6495644	5807974
6495644	5902689
6503374	5426075
6503374	5519566
6503374	5683614
6503578	4584053
6503578	4837044
6503578	4866007
6503578	5174854
6503578	5192419
6503578	5242706
6503578	5279868
6503578	5330611
6503578	5432151
6503578	5499599
6503578	5616178
6503998	5736284
6504969	4473270
6504969	4652079
6504969	4815804
6504969	4890893
6510738	3638146
6510738	4211947
6510738	4370584
6510738	4649310
6510738	4760358
6510738	4868447
6510738	5041754
6510738	5521772
6510738	5824903
6514035	140808
6514035	2910726
6514035	2920347
6514035	314489
6514035	3277528
6514035	3420506
6514035	3713711
6514035	4197092
6514035	431571
6514035	4426190
6514035	4732529
6514035	4826393
6514035	4826394
6514035	5052887
6514035	5553998
6514035	5562405
6514035	6168374
6514035	6302641
6514035	6357997
6514035	6367247
6514035	6419444
6514814	5471364
6514814	5978207
6514814	6172385
6517405	4958590
6517405	5580380
6517405	5602439
6517405	5702281
6517405	5944573
6517405	6132278
6518450	3857891
6518450	3934032
6518450	4165384
6525849	5982791
6525849	6188509
6525849	6330098
6535860	5581494
6549862	4067060
6549862	4703433
6549862	5832026
6549862	5841808
6549862	5950124
6549862	6144692
6549862	6236371
6558289	5285111
6558289	5558175
6558289	5577973
6558289	5637987
6558289	5713425
6558289	5887670
6558289	5931757
6564670	5213005
6564670	5287766
6564670	5307706
6564670	5438889
6564670	5660083
6564670	5673594
6564670	5730030
6564670	5732593
6570904	3585523
6570904	3805188
6570904	4807240
6570904	5627849
6570904	6252892
6574356	4961425
6574356	5270923
6574356	5319551
6574356	5390291
6574356	5734384
6574356	5742293
6574356	5799100
6574356	5878159
6574356	6283763
6579322	5514581
6579322	6407208
6587589	5745392
6587589	5889559
6587589	5907360
6587589	5999656
6587589	6041147
6590667	5557399
6590667	5600441
6590667	5793480
6594814	5778250
6594814	5918042
6594814	6275969
6594814	6298472
6602338	6093944
6603342	3965372
6603342	4769621
6603342	4866430
6613848	6180695
6613848	6291626
6614921	5544219
6614921	6018728
6614921	6125194
6614921	6272233
6614950	2001/0055138
6614950	2002/0063928
6614950	2002/0150334
6644143	5588925
6644143	5660083
6644143	5676020
6644143	6067875
6644143	6209413
6674281	2002/0008533
6674281	4147979
6674281	4438401
6674281	4894608
6674281	5243403
6674281	5267336
6674281	5331275
6674281	5736856
6674281	6215121
6674281	6316937
6674281	6396054
6674281	6414473
6674281	6437885
6674281	6483304
6674824	5371425
6674824	5487093
6674824	5978425
6674824	6028460
6674824	6064272
6674824	6242956
6680478	4785186
6680478	4881979
6680478	5589688
6680478	6169284
6680478	6323059
6686706	2001/0050795
6686706	4488305
6686706	4866430
6686706	5402432
6686706	6603342
6689645	3969485
6689645	4778532
6689645	5506006
6689645	5525535
6689645	5529946
6689645	5547900
6689645	5612239
6689645	5648128
6689645	5783495
6689645	5849625
6689645	5854101
6689645	5937281
6693158	5514878
6693158	5558904
6693158	5807974
6693158	5902689
6700652	4201467
6700652	4804263
6700652	4919536
6700652	4989969
6700652	5491642
6700652	5751410
6700652	5883707
6704322	4291409
6704322	5343496
6704322	5583853
6704322	5760941
6704322	6044083
6704322	6181729
6704322	6188714
6704322	6226315
6704322	6356555
6704322	6442189
6704322	6456647
6704322	6493376
6704322	6504969
6730364	3979330
6730364	4685940
6730364	5238888
6730364	5262198
6730364	5695818
6736243	3878921
6736243	5960914
6736243	6206144
6738387	5790546
6738387	6172980
6738387	6262976
6738387	6330602
6738387	6606315
6738387	6625150
6739930	4008412
6739930	4095133
6739930	5401676
6739930	5449435
6739930	5481156
6739930	5643032
6739930	5666020
6739930	5739628
6739930	5779514
6739930	5818153
6739930	5834790
6739930	5982081
6739930	6017257
6739930	6049089
6739930	6080032
6739930	6165808
6739930	6232705
6739930	6326221
6739930	6387717
6739930	6461526
6739930	6498425
6739930	6617772
6754225	5953344
6754225	6529520
6774461	5567660
6774461	6187663
6774461	6294832
6774461	6492257
6774461	6521524
6777994	2002/0000885
6777994	5298870
6777994	5420547
6777994	6252467
6777994	6621358
6782212	4949056
6782212	4989200
6782212	5134509
6782212	5144468
6782212	5321849
6782212	5457811
6782212	5652750
6782212	5678198
6782212	6108113
6782212	6490066
6797959	3723747
6797959	3866184
6797959	3992102
6797959	5473167
6797959	5497144
6797959	5552765
6797959	5587790
6797959	5629571
6798994	4918747
6798994	5010588
6798994	5181138
6798994	5422752
6798994	5457561
6798994	5457563
6798994	5463461
6800499	4795717
6800499	4804410
6800499	5285084
6800499	5517054
6800499	6160278
6819723	5465396
6819723	5698786
6819723	5700952
6819723	5804729
6819723	5831167
6877385	4333349
6877385	4442717
6877385	4456901
6877385	4680606
6877385	5408112
6877385	5522266
6877385	6040900
6877385	6044705
6883648	3878921
6883648	3927736
6883648	5979609
6883648	6557671
6883648	6564910
6883648	D419934
6903029	5220482
6903029	5567660
6903029	5616233
6903029	5691240
6903029	6090726
6903029	6187663
6903029	6294832
6903029	6461983
6903029	6492257
6903029	6521524
